epoch,trainingpercent,testpercent
19,0.9758,0.9556
20,0.9762833333333333,0.9546
21,0.9772333333333333,0.9557
22,0.9775,0.9552
23,0.9771333333333333,0.9551
24,0.97645,0.9539
25,0.9788666666666667,0.9568
26,0.9765333333333334,0.9537
27,0.97855,0.9552
28,0.97885,0.9548
29,0.9767833333333333,0.9528
30,0.9795833333333334,0.9552
31,0.9796666666666667,0.9542
32,0.98,0.9542
33,0.9798,0.9538
34,0.9801666666666666,0.9538
35,0.9782333333333333,0.9533
36,0.98065,0.9531
37,0.9810333333333333,0.9542
38,0.9806166666666667,0.9537
39,0.98105,0.9522
40,0.9822833333333333,0.9537
41,0.9812,0.9539
42,0.9819,0.9533
43,0.98195,0.9537
44,0.9820333333333333,0.9536
45,0.98195,0.9531
46,0.9809166666666667,0.9533
47,0.98205,0.9533
48,0.9828333333333333,0.9534
49,0.9817,0.9528

100 hidden units
0,0.9601833333333334,0.9541
1,0.9679,0.9587
2,0.9745166666666667,0.9631
3,0.9771333333333333,0.9653
4,0.9807166666666667,0.9688
5,0.9825333333333334,0.9705
6,0.9836166666666667,0.9708
7,0.9844833333333334,0.9705
8,0.9845833333333334,0.9694
9,0.9855166666666667,0.9696
10,0.9861666666666666,0.9692
11,0.98745,0.9694
12,0.9876833333333334,0.9688
13,0.98805,0.9681
14,0.9886333333333334,0.969
15,0.9887833333333333,0.969
16,0.9892666666666666,0.9686
17,0.9894666666666667,0.9688
18,0.9894,0.9681
19,0.9897833333333333,0.9683
20,0.99055,0.9688
21,0.9906166666666667,0.9679
22,0.9908,0.9676
23,0.9904666666666667,0.9679
24,0.9906333333333334,0.9678
25,0.9906666666666667,0.9676
26,0.9906833333333334,0.9678
27,0.9907166666666667,0.9677
28,0.9913,0.9675
29,0.9914166666666666,0.9677
30,0.9916666666666667,0.9683
31,0.9919166666666667,0.9677
32,0.99165,0.9659
33,0.9917666666666667,0.9662
34,0.9920166666666667,0.9654
35,0.9922333333333333,0.9655
36,0.9921166666666666,0.9665
37,0.9923333333333333,0.9667
38,0.99245,0.9665
39,0.9924833333333334,0.9665
40,0.9927833333333334,0.9667
41,0.9928333333333333,0.9659
42,0.9929,0.9657
43,0.9930333333333333,0.9654
44,0.9933,0.9654
45,0.9932666666666666,0.9651
46,0.9933333333333333,0.9656
47,0.9935,0.9658
48,0.9935166666666667,0.966
49,0.9933666666666666,0.9654

Experiment  2
Momentum = 0
0,0.9387666666666666,0.9393
1,0.9602666666666667,0.9577
2,0.9688333333333333,0.9645
3,0.97295,0.9694
4,0.9758166666666667,0.9715
5,0.9781333333333333,0.9727
6,0.9797833333333333,0.9737
7,0.9812333333333333,0.9736
8,0.9823,0.9748
9,0.9833,0.9758
10,0.9842333333333333,0.9765
11,0.985,0.977
12,0.9859166666666667,0.9776
13,0.9865,0.9774
14,0.9870666666666666,0.9775
15,0.9878,0.9774
16,0.9882,0.9775
17,0.9886666666666667,0.9775
18,0.9890666666666666,0.9773
19,0.98945,0.9776
20,0.98985,0.9778
21,0.9902833333333333,0.9779
22,0.9906166666666667,0.9776
23,0.9908666666666667,0.978
24,0.9912666666666666,0.9781
25,0.9915666666666667,0.978
26,0.9918166666666667,0.978
27,0.9920833333333333,0.9777
28,0.99225,0.9774
29,0.9924166666666666,0.9774
30,0.9926,0.9774
31,0.9928333333333333,0.9773
32,0.9929833333333333,0.9773
33,0.9930666666666667,0.9774
34,0.9931666666666666,0.9775
35,0.9932666666666666,0.9773
36,0.9934833333333334,0.9774
37,0.9936,0.9771
38,0.9936833333333334,0.9771
39,0.9937833333333334,0.977
40,0.9938833333333333,0.9771
41,0.99405,0.9772
42,0.99415,0.9771
43,0.9942666666666666,0.9772
44,0.9943666666666666,0.9774
45,0.9945333333333334,0.9774
46,0.99455,0.9774
47,0.9946166666666667,0.9773
48,0.9947,0.9771
49,0.9947,0.9771

Momentum = 0.25
0,0.9427,0.9423
1,0.9624333333333334,0.96
2,0.9706333333333333,0.9653
3,0.9751333333333333,0.9675
4,0.9782333333333333,0.969
5,0.9804666666666667,0.9706
6,0.9820333333333333,0.9714
7,0.9834333333333334,0.9714
8,0.9841833333333333,0.9714
9,0.9851333333333333,0.9717
10,0.9858166666666667,0.9725
11,0.9862,0.9725
12,0.9866166666666667,0.9728
13,0.98695,0.9732
14,0.9872833333333333,0.9735
15,0.9876166666666667,0.9737
16,0.9877666666666667,0.9735
17,0.9881666666666666,0.9736
18,0.98845,0.9735
19,0.9887,0.9736
20,0.989,0.9738
21,0.9892666666666666,0.9739
22,0.98945,0.9738
23,0.9896833333333334,0.9737
24,0.9898833333333333,0.9734
25,0.9902,0.9733
26,0.9904333333333334,0.9732
27,0.9906833333333334,0.9731
28,0.9909,0.9737
29,0.9911,0.9736
30,0.9913166666666666,0.9735
31,0.9913666666666666,0.9735
32,0.99155,0.9736
33,0.99175,0.9735
34,0.9919833333333333,0.9732
35,0.9922,0.9733
36,0.9923333333333333,0.9732
37,0.9925166666666667,0.9732
38,0.99255,0.9734
39,0.9925833333333334,0.9733
40,0.9927166666666667,0.973
41,0.9927666666666667,0.9732
42,0.99295,0.9732
43,0.99305,0.9729
44,0.9931333333333333,0.9725
45,0.9933,0.9725
46,0.9933833333333333,0.9722
47,0.9934166666666666,0.9721
48,0.9935833333333334,0.9723
49,0.9936666666666667,0.9722

Momentum = 0.5
0,0.9533666666666667,0.9527
1,0.9690333333333333,0.9657
2,0.976,0.9699
3,0.9793166666666666,0.9705
4,0.98125,0.9715
5,0.9830166666666666,0.9726
6,0.9845166666666667,0.9736
7,0.9856833333333334,0.9741
8,0.9866333333333334,0.9738
9,0.9874333333333334,0.9735
10,0.9881833333333333,0.9735
11,0.9888166666666667,0.9735
12,0.9893833333333333,0.9738
13,0.9900166666666667,0.9742
14,0.9904666666666667,0.9742
15,0.9909,0.9741
16,0.9913166666666666,0.9743
17,0.9915833333333334,0.9743
18,0.9920166666666667,0.9742
19,0.9922833333333333,0.9745
20,0.9925333333333334,0.9745
21,0.9927166666666667,0.9745
22,0.99285,0.9742
23,0.9930166666666667,0.974
24,0.9931333333333333,0.9742
25,0.9934333333333333,0.9743
26,0.9935833333333334,0.974
27,0.9937666666666667,0.9735
28,0.9938833333333333,0.9731
29,0.9940333333333333,0.9729
30,0.9941333333333333,0.9731
31,0.9942666666666666,0.9732
32,0.9944,0.9729
33,0.9945333333333334,0.9728
34,0.9946333333333334,0.9726
35,0.9947,0.9727
36,0.9947666666666667,0.9728
37,0.9948666666666667,0.9728
38,0.9949666666666667,0.9728
39,0.9949666666666667,0.9728
40,0.9950666666666667,0.9728
41,0.9951333333333333,0.9729
42,0.99515,0.9728
43,0.9952666666666666,0.9726
44,0.9953,0.9725
45,0.9953333333333333,0.9724
46,0.9954333333333333,0.9724
47,0.9955166666666667,0.9724
48,0.9955833333333334,0.9726
49,0.9957,0.9725

Experiment  3
Using 25.0% of training data
0,0.9590666666666666,0.9585
1,0.9675166666666667,0.9617
2,0.9737833333333333,0.9673
3,0.97665,0.9684
4,0.9790333333333333,0.9702
5,0.9814333333333334,0.9697
6,0.9828,0.9705
7,0.9835833333333334,0.9703
8,0.9849,0.971
9,0.9859,0.9702
10,0.9866166666666667,0.9701
11,0.9869666666666667,0.9709
12,0.9871166666666666,0.9705
13,0.98755,0.9708
14,0.9881,0.9702
15,0.9886833333333334,0.9696
16,0.98885,0.9696
17,0.9894333333333334,0.9702
18,0.9889833333333333,0.97
19,0.9896833333333334,0.9701
20,0.9900666666666667,0.9696
21,0.9901,0.9689
22,0.9904,0.97
23,0.99065,0.9702
24,0.9907166666666667,0.9696
25,0.9910166666666667,0.969
26,0.9910666666666667,0.9691
27,0.9912833333333333,0.9683
28,0.9913666666666666,0.9683
29,0.9916666666666667,0.9689
30,0.9916666666666667,0.9678
31,0.9919,0.969
32,0.9920333333333333,0.9686
33,0.99225,0.9688
34,0.9923833333333333,0.9684
35,0.9926666666666667,0.9687
36,0.9927333333333334,0.9688
37,0.9928166666666667,0.9693
38,0.99285,0.9699
39,0.9927333333333334,0.9688
40,0.9929,0.9686
41,0.9932666666666666,0.9687
42,0.99335,0.9683
43,0.9933,0.9674
44,0.9933666666666666,0.9679
45,0.9933333333333333,0.9675
46,0.99365,0.9674
47,0.9937666666666667,0.9671
48,0.9937,0.9662
49,0.9939333333333333,0.9664

Using 50.0% of training data
0,0.95505,0.9526
1,0.96655,0.9611
2,0.9721333333333333,0.9641
3,0.9772833333333333,0.9682
4,0.9786166666666667,0.9686
5,0.9799333333333333,0.9678
6,0.9812666666666666,0.9673
7,0.9833833333333334,0.9687
8,0.9840333333333333,0.9681
9,0.9838166666666667,0.9668
10,0.9842166666666666,0.9671
11,0.9852833333333333,0.967
12,0.9872,0.9668
13,0.9874,0.9672
14,0.9864333333333334,0.9669
15,0.9866,0.967
16,0.98695,0.9663
17,0.98765,0.967
18,0.9879833333333333,0.9657
19,0.98845,0.9654
20,0.9888833333333333,0.9649
21,0.9892,0.9646
22,0.9895333333333334,0.964
23,0.9893333333333333,0.9637
24,0.9896166666666667,0.965
25,0.9895166666666667,0.9642
26,0.9900333333333333,0.9636
27,0.98995,0.9646
28,0.9902833333333333,0.9645
29,0.9906,0.9649
30,0.9908,0.965
31,0.9906333333333334,0.9642
32,0.991,0.9641
33,0.9913833333333333,0.9641
34,0.99115,0.9635
35,0.99155,0.9644
36,0.9916833333333334,0.9639
37,0.99195,0.9647
38,0.9910833333333333,0.9628
39,0.99185,0.9639
40,0.99225,0.9638
41,0.9919333333333333,0.963
42,0.992,0.963
43,0.9922333333333333,0.9627
44,0.9924833333333334,0.9632
45,0.9922833333333333,0.963
46,0.9925,0.9634
47,0.9928333333333333,0.9631
48,0.99285,0.9624
49,0.99295,0.9627
